企业id,企业名称,统一社会信用代码,注册资本,category_id,keywords
207,中航通用飞机有限责任公司,914404007109358394,"1,185,714.2857万(元)",70,通用飞机|无人机|中航工业通飞|航空机载设备|特种飞行器
208,中航通飞研究院有限公司,9144040059012570XN,"10,000万(元)",70,机械设计|飞行器设计|机电工程|中航通飞|航天制造
209,中航（深圳）航电科技发展有限公司,91440300074356309C,"83,546万(元)",20,通讯|轨道交通|汽车电子|电子|飞机
210,中船黄埔文冲船舶有限公司,914401011905004191,"361,918.3201万(元)",74,国际一流|黄埔文冲|挖泥船|研究|船舶设备|深海|船舶维护|船舶生产|海洋工程|绿色
211,中节能铁汉生态环境股份有限公司,91440300731109149K,"282,287.0582万(元)",86,中节能铁汉|旅游|生态|环境
212,中车工业研究院有限公司,911101063066897448,"22,800万(元)",71,中车工业研究院|工程设计|技术检测|软件开发|市场营销
213,中远海运特种运输股份有限公司,91440101718160724W,"214,665.0771万(元)",78,大容量|船舶|中远海运特运|特种船运输|环保
214,中钛新材料集团股份有限公司,914103240808132625,"7,302.6543万(元)",62,医药|新材料|汽车|化工|中钛|房地产
215,中铁七局集团有限公司,914100001700716022,"261,181万(元)",53,国有企业|标准化|中铁|专业技术|工程施工
216,中铁七局集团武汉工程有限公司,91420100300275460A,"83,125.4176万(元)",82,机械设备出口|隧道工程|劳务人员|土石方工程|水利工程|市政公用工程|房屋建筑工程|桥梁工程|预应力工程|铁路铺轨架梁工程
217,中铁七局集团第三工程有限公司,91610000719768125T,"101,000万(元)",83,机械|建筑设计|化工品|建筑材料|环保
218,中铁六局集团太原铁路建设有限公司,91140000110071125W,"55,000万(元)",83,建筑工程|施工|钢铁|化工|铁路
219,中铁十七局集团有限公司,911400001100708439,"302,122.64万(元)",53,建筑工程|铁道|轨道交通|电力化
220,中铁十八局集团市政工程有限公司,9145010057681164X8,"40,000万(元)",79,机械设备租赁|仓库|水电|建筑施工|市政建设
221,中铁十四局集团隧道工程有限公司,91370000757593717G,"26,000万(元)",83,地铁施工|机械设备|城市建设|市政工程|建筑材料
222,中铁建华南建设有限公司,91440101MA59J3W18M,"100,000万(元)",83,铁路工程|道路|管线工程施工|市政工程|港口工程|水利工程|隧道和桥梁工程|铁路|建筑物电力系统安装|房地产
223,中铁建工集团有限公司,91110000710921189P,"1,039,143万(元)",83,项目|工程建设|国家基础设施|研究
224,中铁第四勘察设计院集团有限公司,914201007071167872,"105,250万(元)",53,投资咨询|铁四院|工程设计|中国铁路
225,中铁隧道局集团建设有限公司,91450100729745883P,"30,000万(元)",83,砼结构|机械设备|建筑工程|铁路隧道|建筑材料
226,中铁隧道集团三处有限公司,91440300729209239A,"30,000万(元)",53,机械设备租赁|环保服务|软件开发|建筑施工|土方工程
227,中集海洋工程有限公司,91440300MA5DGX8B6T,"233,500万(元)",74,会议策划|数据分析|设计服务|技术支持|海洋工程
228,中集车辆（江门市）有限公司,91440705769334958U,"14,421.5315万(元)",71,集装箱|折叠箱|汽车罐车|汽车零配件|复合材料制品
229,丰宾电子科技股份有限公司,914403006189143306,"21,691.032万(元)",20,大型企业|电容|高新技术|铝电解
230,丰田合成（佛山）橡塑有限公司,91440606758320286D,"1,650万(美元)",72,炭黑|汽车用树脂|汽车零部件|汽车|特殊密封材料
231,丰田通商（广州）有限公司,91440101618478217N,120万(美元),53,电器|陶瓷|餐具|电子|枕芯|通讯设备|衬衫|地毯|外套|毛衣
232,丰疆智能科技股份有限公司,91420000MA492B8470,"93,131.3527万(元)",58,碳中和|数字化|机器人|自动化|新能源
233,丽珠医药集团股份有限公司,914404006174883094,"94,358.5025万(元)",45,高壁垒复杂制剂|国际化销售平台|处方药营销网络|医药研发
234,丽珠集团新北江制药股份有限公司,91441800617971683E,"23,988.77万(元)",45,机械设备|技术开发|项目审批|中间体|原材料|生产经营活动|信息科技|翻译服务|外商投资|仪器仪表
235,丽珠集团（宁夏）制药有限公司,91640221574877733M,"20,000万(元)",45,食品添加剂|进出口|生产加工|出租|兽药
236,义乌清越光电技术研究院有限公司,91330782MA2M0TAA55,"11,000万(元)",20,电子产品销售|光电|技术研究|计算机硬件|软件开发
237,乐土佑嘉（深圳）医药科技有限公司,91440300MA5FDK4B07,"2,000万(元)",45,生物科技|生物医药|医疗器械|法律|化工原料
238,乐怡海创文化科技（广东）有限公司,91440605MA5215F96A,"1,000万(元)",53,供应链管理|艺术品鉴定|软件开发|互联网销售|非物质文化遗产保护
239,乐斯福（明光）有限公司,9134110070497257XB,"2,160万(美元)",114,食品添加剂生产|食品生产|饲料销售|饲料生产|食品销售
240,乐达（广州）香味剂有限公司,91440101708307024C,"1,800.971万(美元)",114,饲料|佣金代理|香水|香料|食品添加剂
241,乐金化学（惠州）化工有限公司,91441300566668915G,"12,250万(美元)",90,国际贸易|PBL|仓储|SAN|ABS|运输
242,乳源东阳光氟树脂有限公司,91440232082643287Y,"12,500万(元)",53,进出口|外商投资|氟树脂|盐酸
243,云南一叶生物科技股份有限公司,9153090030955866X9,"5,000万(元)",53,坚果种植|技术推广|技术开发|茶叶种植|技术咨询|技术服务|技术培训|技术进出口|货物进出口|外商投资
244,云南傣药有限公司,91533102219181598F,"2,100万(元)",45,消毒液生产|医疗器械生产|药品生产|药品零售|药品批发
245,云南南景高速公路有限公司,91530823MA6NCQEM42,"10,000万(元)",82,公路施工|公路养护|公路交通设施|建筑材料
246,云南昊邦制药有限公司,91530000725282180K,"5,876.1772万(元)",45,消毒剂生产|卫生用品|医药|技术服务|药品进出口|中药材种植|药品生产|医疗器械销售|药品零售|药品批发
247,云南省交通规划设计研究院有限公司,915300004312009444,"11,956.5217万(元)",82,监理|零配件|水运|物业管理|GIS|市政|航空|公路|建筑设计|软件开发
248,云浮市欧铂利新材料科技有限公司,91445322MA53B1Y75F,"5,000万(元)",62,石英石|定制|水槽|高分子人造石|浴缸
249,云浮市金莱昊化工有限公司,91445322MA529K431B,"2,000万(元)",90,包装材料|油性油墨|胶粘剂|化工原料|水性油墨
250,五羊━本田摩托（广州）有限公司,91440183618402730N,"4,900万(美元)",53,摩托车|国际市场|销售服务|五羊-本田
251,交投控股集团（深圳）有限公司,91440300MA5FM05M1Y,"9,900万(元)",53,林业|医疗养老|金融咨询服务|农业开发|风险管理与咨询|担保业务|新能源|健康产业|文化产业|能源
252,京东方科技集团股份有限公司,911100001011016602,"3,819,636.3421万(元)",43,端口器件|智慧医工|物联网创新
253,从都国际企业有限公司,91440101793489132F,"660,016.8046万(元)",53,餐饮服务|旅游景区规划|物业管理|森林资源保护与利用|管理|健身服务|开发|园艺作物种植|技术进出口|自有房地产经营
254,仙乐健康科技股份有限公司,91440500617536366K,"18,049.6864万(元)",50,健康科技|销售|仙乐|营养保健品
255,仙桃市渤创环保设备有限公司,91429004MA4928PX49,500万(元),86,医疗器械|环保设备|纺织品|塑料制品
256,伊之密股份有限公司,91440606740846335Y,"46,860.7084万(元)",91,注塑机|橡胶注射成型机|压铸机|员工数量|包装系统|海外生产基地|生产制造
257,优视科技（中国）有限公司,91440101088691167J,"8,000万(元)",53,技术支持|技术研究|软件开发|信息系统集成服务|咨询服务
258,佛山三友汽车部件制造有限公司,914406005900880216,"5,260万(元)",57,汽车部件|塑料件|工装设计|电器配件|五金配件|机械加工|金属材料销售|货物进出口|技术进出口|焊接件
259,佛山丰田纺织汽车零部件有限公司,914406057740075991,960万(美元),71,滤清器|内饰件|电子|五金件|汽车
260,佛山互心生物科技有限公司,91440604MA4W2NWC9H,300万(元),53,医药研究|生物技术研发|化妆品|医疗器械|保健品
261,佛山以太物联科技有限公司,91440606MA4WXL1QX2,300万(元),43,物联网|技术开发|芯片|计算机集成|电子系统
262,佛山佐尔汽车部件有限公司,91440605345314507X,"12,000万(元)",57,机械设备|摩托车零配件|汽车零部件|建筑设计|模具|汽车零配件
263,佛山佛塑科技集团股份有限公司,91440600190380023W,"96,742.3171万(元)",68,节能环保|偏光膜|新材料|新能源|半导体
264,佛山发尔特克汽车零部件有限公司,914406056964923569,"2,500万(美元)",57,售后服务|检具|汽车零部件|模具|冶具
265,佛山大任城乡规划咨询有限公司,91440605MA51148P9G,50万(元),53,测绘服务|建筑设计|城市规划|软件开发|信息技术服务
266,佛山安亿纳米材料有限公司,914406006844313106,"2,750万(香港元)",61,塑料制品制造|合成材料制造|新鲜水果零售|非金属矿物制品制造|密封用填料制造|合成纤维制造|化工产品生产|塑料制品销售|农用薄膜销售|合成材料销售
267,佛山市三水佛水供水有限公司,914406071937471427,"12,500万(元)",80,水资源|供水|建筑工程|检验测试|技术服务
268,佛山市三水区云东海街道经济发展有限公司,91440607707798597T,"5,500万(元)",53,土地开发|市政公共设施建设|外商投资|基础设施建设
269,佛山市三水区大塘污水处理有限公司,91440607752088543T,500万(元),80,污水处理|再生利用|专用化学产品|销售|大塘污水处理厂
270,佛山市三水区康立泰无机合成材料有限公司,9144060773503122XD,"2,000万(元)",61,特种陶瓷|无机合成材料|化工品|卫生陶瓷|建筑材料
271,佛山市三水嘉骏纺织染有限公司,91440607675194798K,100万(元),97,染色|纺织品|化学|纺线|印染
272,佛山市三水日邦化工有限公司,91440600796240164H,"1,800万(香港元)",90,油墨|工业用胶粘剂|涂料|硬化剂|处理剂|聚氨酯树脂|环保热熔胶
273,佛山市三水海盛达道路材料有限公司,914406077638161719,500万(元),83,房地产出租|油品销售|标牌制造|油库储存|油品批发|金属结构销售
274,佛山市三水骏辉纺织印染有限公司,91440607663340583T,"2,100万(元)",97,服装生产|针织面料|纺织品|染色处理|皮革制品
275,佛山市丰泽纺织有限公司,914406070524325773,860万(元),97,纺织品|定型|加工|印染|服装|洗衣
276,佛山市交通投资集团有限公司,91440600748015798W,"1,280,000万(元)",132,公路建设|交通基础设施|国有企业
277,佛山市优一搏科技有限公司,914406053249746530,401万(元),53,塑料制品|家居|日用品|信息|电子
278,佛山市公共交通管理有限公司,91440600MA53QF2W6Q,"20,000万(元)",77,共享单车服务|房地产开发经营|物业管理|信息咨询|城市公共交通|对外投资|数字内容制作服务|软件开发|信息系统集成服务|广告发布
279,佛山市华博润材料科技有限公司,91440607MA4UJ2FKX1,"1,000万(元)",62,聚氨酯|化工产品|涂料|聚酯多元醇|熔喷布
280,佛山市华希盛化工有限公司,914406086806154977,"3,000万(元)",90,危险化学品|食品添加剂|专用化学产品|工程技术研究|日用化学产品
281,佛山市南方包装有限公司,91440605617623216B,"3,836万(美元)",103,包装|塑料|设计|停车场|租赁|化工|办公|软包装|材料
282,佛山市南海一铭金属塑料标牌有限公司,91440605617649782D,"2,058万(香港元)",53,小五金|塑料|标牌|金属|冲压件
283,佛山市南海三山新城投资发展有限公司,91440605765733759Q,"30,000万(元)",132,水利项目投资|仓储理货|管理|计算机网络|投资|招商引资|开发|货运代理|货物进出口|技术进出口
284,佛山市南海利达印刷包装有限公司,91440605280026802U,"2,321.988万(元)",53,包装|塑料|国际贸易|印刷|外商投资
285,佛山市南海区中摩科技有限公司,914406057331330112,300万(元),53,摩托车|节能环保|汽车零配件|电子信息|机电一体化
286,佛山市南海区丹灶镇翰文文化发展有限公司,91440605MA4ULUKK91,"10,700万(元)",53,绿化工程设计|文化交流|旅游活动|资产管理
287,佛山市南海区九江镇土地资源开发有限公司,91440605279992472J,"1,000万(元)",83,市政基础设施|土地|建筑材料|房地产开发|物流
288,佛山市南海区九江镇江丰投资有限公司,91440605682418809C,100万(元),132,企业物业投资|物业管理|社会经济咨询|资产管理|房地产开发
289,佛山市南海区樵山建设投资有限公司,91440605570108400G,"130,000万(元)",132,物业管理|项目投资|资产管理|物业出租|房地产开发
290,佛山市南海区汽车行业协会,514406057730899919,3万(元),71,业务|业|汽车|相关|行业
