relationship_id,expert_A_id,expert_B_id,relationship_type,relationship_description,relationship_value
634,170097,170164,论文合作,合作次数,1.0
635,170097,150044,论文合作,合作次数,1.0
636,170097,180175,论文合作,合作次数,1.0
637,170097,180296,论文合作,合作次数,1.0
638,170097,190141,论文合作,合作次数,5.0
639,170097,220511,论文合作,合作次数,1.0
640,170099,006651,论文合作,合作次数,1.0
641,170105,120023,论文合作,合作次数,1.0
642,170105,160004,论文合作,合作次数,2.0
643,170105,006545,论文合作,合作次数,1.0
644,170105,090042,论文合作,合作次数,1.0
645,170105,020179,论文合作,合作次数,1.0
646,170105,220535,论文合作,合作次数,1.0
647,170122,170226,论文合作,合作次数,1.0
648,170122,005671,论文合作,合作次数,3.0
649,170122,006415,论文合作,合作次数,1.0
650,170122,180094,论文合作,合作次数,1.0
651,170122,130125,论文合作,合作次数,1.0
652,170122,180138,论文合作,合作次数,1.0
653,170122,190519,论文合作,合作次数,7.0
654,170122,070074,论文合作,合作次数,10.0
655,170147,170048,论文合作,合作次数,1.0
656,170147,140036,论文合作,合作次数,1.0
657,170147,170045,论文合作,合作次数,1.0
658,170147,160245,论文合作,合作次数,2.0
659,170147,080004,论文合作,合作次数,1.0
660,170147,190544,论文合作,合作次数,1.0
661,170147,200537,论文合作,合作次数,2.0
662,170215,812008,论文合作,合作次数,1.0
663,170215,094003,论文合作,合作次数,1.0
664,170215,190026,论文合作,合作次数,1.0
665,170215,190511,论文合作,合作次数,1.0
666,170215,042003,论文合作,合作次数,1.0
667,170217,170218,论文合作,合作次数,1.0
668,170217,170013,论文合作,合作次数,1.0
669,170217,170277,论文合作,合作次数,1.0
670,170217,180150,论文合作,合作次数,1.0
671,170217,180151,论文合作,合作次数,3.0
672,170217,160012,论文合作,合作次数,1.0
673,170217,150008,论文合作,合作次数,1.0
674,170217,170009,论文合作,合作次数,1.0
675,170217,140055,论文合作,合作次数,1.0
676,170217,170113,论文合作,合作次数,5.0
677,170217,170164,论文合作,合作次数,1.0
678,170217,150044,论文合作,合作次数,1.0
679,170217,180208,论文合作,合作次数,1.0
680,170217,180250,论文合作,合作次数,1.0
681,170217,180241,论文合作,合作次数,1.0
682,170217,180297,论文合作,合作次数,1.0
683,170217,180296,论文合作,合作次数,1.0
684,170217,190532,论文合作,合作次数,1.0
685,170217,190141,论文合作,合作次数,1.0
686,170217,190095,论文合作,合作次数,1.0
687,170217,190216,论文合作,合作次数,1.0
688,170217,200119,论文合作,合作次数,1.0
689,170217,200228,论文合作,合作次数,1.0
690,170217,220510,论文合作,合作次数,1.0
691,170217,220512,论文合作,合作次数,1.0
692,170278,170199,论文合作,合作次数,1.0
693,170278,160350,论文合作,合作次数,1.0
694,170278,160266,论文合作,合作次数,1.0
695,170278,030185,论文合作,合作次数,1.0
696,170280,170277,论文合作,合作次数,6.0
697,170280,180250,论文合作,合作次数,3.0
698,170280,180241,论文合作,合作次数,1.0
699,170283,140036,论文合作,合作次数,4.0
700,170283,190123,论文合作,合作次数,2.0
701,170287,170048,论文合作,合作次数,9.0
702,170287,160015,论文合作,合作次数,1.0
703,170287,005623,论文合作,合作次数,5.0
704,170287,200591,论文合作,合作次数,9.0
705,170287,210561,论文合作,合作次数,1.0
706,170288,150047,论文合作,合作次数,1.0
707,170288,190083,论文合作,合作次数,1.0
708,170288,190547,论文合作,合作次数,2.0
709,170291,130001,论文合作,合作次数,2.0
710,170291,120142,论文合作,合作次数,1.0
711,170291,150022,论文合作,合作次数,1.0
712,170291,170290,论文合作,合作次数,1.0
713,170291,160003,论文合作,合作次数,2.0
714,170291,150055,论文合作,合作次数,2.0
715,170291,180104,论文合作,合作次数,4.0
716,170291,190147,论文合作,合作次数,1.0
717,170296,070139,论文合作,合作次数,13.0
718,170296,190135,论文合作,合作次数,4.0
719,170267,180206,论文合作,合作次数,2.0
720,170267,190256,论文合作,合作次数,1.0
721,170267,190203,论文合作,合作次数,5.0
722,170277,170218,论文合作,合作次数,2.0
723,170277,170013,论文合作,合作次数,6.0
724,170277,170217,论文合作,合作次数,1.0
725,170277,170280,论文合作,合作次数,6.0
726,170277,180150,论文合作,合作次数,2.0
727,170277,180151,论文合作,合作次数,1.0
728,170277,160012,论文合作,合作次数,8.0
729,170277,160029,论文合作,合作次数,4.0
730,170277,150008,论文合作,合作次数,7.0
731,170277,170009,论文合作,合作次数,3.0
732,170277,140055,论文合作,合作次数,1.0
733,170277,170113,论文合作,合作次数,1.0
734,170277,170164,论文合作,合作次数,1.0
735,170277,150044,论文合作,合作次数,1.0
736,170277,180250,论文合作,合作次数,7.0
737,170277,180276,论文合作,合作次数,1.0
738,170277,180241,论文合作,合作次数,5.0
739,170277,180297,论文合作,合作次数,1.0
740,170277,180296,论文合作,合作次数,1.0
741,170277,180291,论文合作,合作次数,4.0
742,170277,190532,论文合作,合作次数,4.0
743,170277,190141,论文合作,合作次数,1.0
744,170277,190095,论文合作,合作次数,1.0
745,170277,190216,论文合作,合作次数,6.0
746,170277,190531,论文合作,合作次数,5.0
747,170277,200546,论文合作,合作次数,3.0
748,170277,200119,论文合作,合作次数,3.0
749,170277,200228,论文合作,合作次数,1.0
750,170277,220510,论文合作,合作次数,3.0
751,170277,220512,论文合作,合作次数,4.0
752,170277,220511,论文合作,合作次数,2.0
753,030135,080111,论文合作,合作次数,1.0
754,030135,860645,论文合作,合作次数,1.0
755,030135,070073,论文合作,合作次数,2.0
756,030135,090118,论文合作,合作次数,1.0
757,030135,005806,论文合作,合作次数,1.0
758,030135,070137,论文合作,合作次数,2.0
759,030135,020159,论文合作,合作次数,1.0
760,030135,005300,论文合作,合作次数,1.0
761,040080,006601,论文合作,合作次数,1.0
762,043510,130242,论文合作,合作次数,1.0
763,043510,860188,论文合作,合作次数,1.0
764,043510,133803,论文合作,合作次数,1.0
765,043510,113705,论文合作,合作次数,5.0
766,043510,133786,论文合作,合作次数,1.0
767,043510,133782,论文合作,合作次数,3.0
768,043510,012134,论文合作,合作次数,1.0
769,043510,860437,论文合作,合作次数,2.0
770,043510,860595,论文合作,合作次数,1.0
771,043510,143538,论文合作,合作次数,1.0
772,043510,103615,论文合作,合作次数,1.0
773,043510,860672,论文合作,合作次数,1.0
774,043510,860185,论文合作,合作次数,1.0
775,043510,094006,论文合作,合作次数,1.0
776,043510,860559,论文合作,合作次数,1.0
777,043510,143517,论文合作,合作次数,3.0
778,043510,123747,论文合作,合作次数,1.0
779,043510,131134,论文合作,合作次数,1.0
780,043510,860579,论文合作,合作次数,1.0
781,043510,011012,论文合作,合作次数,1.0
782,043510,153512,论文合作,合作次数,1.0
783,043510,153531,论文合作,合作次数,1.0
784,043510,860423,论文合作,合作次数,1.0
785,043510,233512,论文合作,合作次数,1.0
786,170166,200519,论文合作,合作次数,1.0
787,170168,170169,论文合作,合作次数,1.0
788,170168,160215,论文合作,合作次数,5.0
789,170168,150047,论文合作,合作次数,2.0
790,170168,160270,论文合作,合作次数,1.0
791,170168,070141,论文合作,合作次数,1.0
792,170168,160236,论文合作,合作次数,1.0
793,170168,150026,论文合作,合作次数,1.0
794,170168,160214,论文合作,合作次数,8.0
795,170168,190547,论文合作,合作次数,4.0
796,170168,200510,论文合作,合作次数,1.0
797,170169,170252,论文合作,合作次数,6.0
798,170169,170168,论文合作,合作次数,1.0
799,170169,160270,论文合作,合作次数,1.0
800,170169,160236,论文合作,合作次数,5.0
801,170169,200262,论文合作,合作次数,1.0
802,170169,190312,论文合作,合作次数,1.0
803,170175,170200,论文合作,合作次数,1.0
804,170175,070008,论文合作,合作次数,20.0
805,170175,160182,论文合作,合作次数,2.0
806,170175,110159,论文合作,合作次数,5.0
807,170175,006634,论文合作,合作次数,2.0
808,170175,200523,论文合作,合作次数,1.0
809,170175,200342,论文合作,合作次数,4.0
810,170175,230513,论文合作,合作次数,1.0
811,170176,090113,论文合作,合作次数,1.0
812,170176,140155,论文合作,合作次数,1.0
813,170176,030113,论文合作,合作次数,1.0
814,170176,140154,论文合作,合作次数,1.0
815,170176,120031,论文合作,合作次数,4.0
816,170181,170251,论文合作,合作次数,3.0
817,170181,860591,论文合作,合作次数,1.0
818,170181,153535,论文合作,合作次数,1.0
819,170181,053035,论文合作,合作次数,1.0
820,170181,170060,论文合作,合作次数,1.0
821,170181,170059,论文合作,合作次数,2.0
822,170181,165466,论文合作,合作次数,1.0
823,170181,180113,论文合作,合作次数,1.0
824,170181,180237,论文合作,合作次数,2.0
825,170189,814255,论文合作,合作次数,1.0
826,170189,160237,论文合作,合作次数,1.0
827,170189,170188,论文合作,合作次数,3.0
828,170189,110038,论文合作,合作次数,1.0
829,170189,130244,论文合作,合作次数,1.0
830,170189,190008,论文合作,合作次数,1.0
831,170198,050160,论文合作,合作次数,6.0
832,170199,170278,论文合作,合作次数,1.0
833,170199,160223,论文合作,合作次数,1.0
834,170199,140032,论文合作,合作次数,1.0
835,170199,160297,论文合作,合作次数,1.0
836,170199,200024,论文合作,合作次数,1.0
837,170200,170175,论文合作,合作次数,1.0
838,170200,070008,论文合作,合作次数,7.0
839,170200,110159,论文合作,合作次数,1.0
840,170200,200024,论文合作,合作次数,1.0
841,170200,200342,论文合作,合作次数,3.0
842,170200,230513,论文合作,合作次数,1.0
843,170207,200277,论文合作,合作次数,1.0
844,812282,141105,论文合作,合作次数,3.0
845,812282,081042,论文合作,合作次数,1.0
846,812282,061057,论文合作,合作次数,3.0
847,812282,812323,论文合作,合作次数,2.0
848,812282,812688,论文合作,合作次数,3.0
849,812454,013011,论文合作,合作次数,1.0
850,812454,013096,论文合作,合作次数,1.0
851,812673,114009,论文合作,合作次数,1.0
852,812673,081056,论文合作,合作次数,1.0
853,812673,812402,论文合作,合作次数,1.0
854,812673,812615,论文合作,合作次数,1.0
855,812673,161001,论文合作,合作次数,1.0
856,812673,071004,论文合作,合作次数,1.0
857,812691,104032,论文合作,合作次数,2.0
858,812691,104024,论文合作,合作次数,1.0
859,812691,094013,论文合作,合作次数,2.0
860,812691,104012,论文合作,合作次数,2.0
861,812691,812572,论文合作,合作次数,2.0
862,812691,812008,论文合作,合作次数,2.0
863,812691,074012,论文合作,合作次数,3.0
864,812691,154244,论文合作,合作次数,1.0
865,812691,124030,论文合作,合作次数,1.0
866,812691,164325,论文合作,合作次数,1.0
867,812691,124130,论文合作,合作次数,1.0
868,812691,812383,论文合作,合作次数,1.0
869,812691,073554,论文合作,合作次数,1.0
870,812691,104019,论文合作,合作次数,2.0
871,812691,014081,论文合作,合作次数,3.0
872,812691,104008,论文合作,合作次数,1.0
873,812691,094025,论文合作,合作次数,1.0
874,812691,124098,论文合作,合作次数,1.0
875,812691,114006,论文合作,合作次数,2.0
876,812691,074005,论文合作,合作次数,2.0
877,812691,124034,论文合作,合作次数,2.0
878,812691,094004,论文合作,合作次数,1.0
879,812691,860036,论文合作,合作次数,1.0
880,812691,124096,论文合作,合作次数,3.0
881,812691,860448,论文合作,合作次数,1.0
882,812691,154223,论文合作,合作次数,1.0
883,812691,124092,论文合作,合作次数,2.0
884,812691,860951,论文合作,合作次数,1.0
885,812691,104013,论文合作,合作次数,2.0
886,812691,170213,论文合作,合作次数,1.0
887,812691,190091,论文合作,合作次数,1.0
888,812691,190262,论文合作,合作次数,1.0
889,812691,190356,论文合作,合作次数,2.0
890,812691,184072,论文合作,合作次数,1.0
891,812691,042003,论文合作,合作次数,1.0
892,812691,234015,论文合作,合作次数,2.0
893,015049,120086,论文合作,合作次数,1.0
894,015049,140098,论文合作,合作次数,2.0
895,015049,160319,论文合作,合作次数,1.0
896,070017,100157,论文合作,合作次数,2.0
897,070017,005322,论文合作,合作次数,1.0
898,070017,060005,论文合作,合作次数,1.0
899,070017,004611,论文合作,合作次数,1.0
900,070017,085503,论文合作,合作次数,4.0
901,070017,160302,论文合作,合作次数,1.0
902,070017,005426,论文合作,合作次数,1.0
903,070017,140134,论文合作,合作次数,2.0
904,070017,005302,论文合作,合作次数,1.0
905,070017,070143,论文合作,合作次数,1.0
906,070017,006824,论文合作,合作次数,1.0
907,070017,180340,论文合作,合作次数,1.0
908,070097,006113,论文合作,合作次数,1.0
909,070098,812375,论文合作,合作次数,1.0
910,070098,060129,论文合作,合作次数,1.0
911,070098,812008,论文合作,合作次数,3.0
912,070098,143054,论文合作,合作次数,1.0
913,070098,120274,论文合作,合作次数,1.0
914,070098,030051,论文合作,合作次数,1.0
915,070098,114008,论文合作,合作次数,1.0
916,070098,124012,论文合作,合作次数,3.0
917,070098,070159,论文合作,合作次数,1.0
918,070098,110038,论文合作,合作次数,1.0
919,070098,180231,论文合作,合作次数,1.0
920,070098,199318,论文合作,合作次数,1.0
921,070098,190136,论文合作,合作次数,1.0
922,012076,060129,论文合作,合作次数,8.0
923,012076,812066,论文合作,合作次数,7.0
924,012076,070160,论文合作,合作次数,5.0
925,012076,060128,论文合作,合作次数,1.0
926,012076,822052,论文合作,合作次数,2.0
927,012076,152042,论文合作,合作次数,1.0
928,012076,103101,论文合作,合作次数,3.0
929,012076,113006,论文合作,合作次数,1.0
930,012076,812373,论文合作,合作次数,2.0
931,012076,153539,论文合作,合作次数,1.0
932,012076,812192,论文合作,合作次数,1.0
933,012076,040150,论文合作,合作次数,4.0
934,012076,822166,论文合作,合作次数,1.0
935,012076,011026,论文合作,合作次数,2.0
936,012076,821577,论文合作,合作次数,3.0
937,012076,175315,论文合作,合作次数,3.0
